min_ratings,n_factors,n_epochs,trainset,average_error
15,5,30,"('random', 0.7)",1.3988706705683522
15,5,30,"('random', 0.6)",1.387140092112315
15,5,30,"('rows', 2)",1.3786735708489024
15,5,30,"('rows', 4)",1.2812032968584919
15,5,30,"('rows', 6)",1.4335154433039863
15,5,30,"('cols', 2)",1.2175203184672305
15,5,30,"('cols', 4)",1.3802537456330615
15,5,30,"('cols', 6)",1.3518556539236322
15,10,5,"('random', 0.9)",1.3301338720787133
15,10,5,"('random', 0.8)",1.4273910461092243
15,10,5,"('random', 0.7)",1.3863844996956256
15,10,5,"('random', 0.6)",1.3683290944937827
15,10,5,"('rows', 2)",1.3415884540230767
15,10,5,"('rows', 4)",1.2536524410097192
15,10,5,"('rows', 6)",1.4094900507025596
15,10,5,"('cols', 2)",1.228351638202072
15,10,5,"('cols', 4)",1.314151077205234
15,10,5,"('cols', 6)",1.3229912846457115
15,10,10,"('random', 0.9)",1.3231713201859303
15,10,10,"('random', 0.8)",1.4309970156520404
15,10,10,"('random', 0.7)",1.3943510170518374
15,10,10,"('random', 0.6)",1.3743314201961094
15,10,10,"('rows', 2)",1.350582904534231
15,10,10,"('rows', 4)",1.2598850492313456
15,10,10,"('rows', 6)",1.415317791640992
15,10,10,"('cols', 2)",1.239051226221611
15,10,10,"('cols', 4)",1.322394442229237
15,10,10,"('cols', 6)",1.3255081694107913
15,10,15,"('random', 0.9)",1.3266090726355826
15,10,15,"('random', 0.8)",1.431768710377283
15,10,15,"('random', 0.7)",1.3980729058236203
15,10,15,"('random', 0.6)",1.3785066964784871
15,10,15,"('rows', 2)",1.361140213775073
15,10,15,"('rows', 4)",1.268620649728757
15,10,15,"('rows', 6)",1.4216133006191172
15,10,15,"('cols', 2)",1.239169482142607
15,10,15,"('cols', 4)",1.333983101187935
15,10,15,"('cols', 6)",1.329105357966461
15,10,20,"('random', 0.9)",1.3333753409171438
15,10,20,"('random', 0.8)",1.4306549328829445
15,10,20,"('random', 0.7)",1.3991048931799874
15,10,20,"('random', 0.6)",1.3816625192690726
15,10,20,"('rows', 2)",1.3705986851187886
15,10,20,"('rows', 4)",1.2760906349086418
15,10,20,"('rows', 6)",1.4271242443026975
15,10,20,"('cols', 2)",1.2356866220562241
15,10,20,"('cols', 4)",1.3490167846610817
15,10,20,"('cols', 6)",1.3336329933462794
15,10,25,"('random', 0.9)",1.3408278773509092
15,10,25,"('random', 0.8)",1.4282451512729006
15,10,25,"('random', 0.7)",1.3986078877406578
15,10,25,"('random', 0.6)",1.3832283874223092
15,10,25,"('rows', 2)",1.3776977041556595
15,10,25,"('rows', 4)",1.281651560228629
15,10,25,"('rows', 6)",1.4319186031028375
15,10,25,"('cols', 2)",1.234622979909748
15,10,25,"('cols', 4)",1.3619020134757165
15,10,25,"('cols', 6)",1.3394684449754195
15,10,30,"('random', 0.9)",1.349367931413387
15,10,30,"('random', 0.8)",1.4260041917455126
15,10,30,"('random', 0.7)",1.3975369805809812
15,10,30,"('random', 0.6)",1.3836492678418695
15,10,30,"('rows', 2)",1.3830424709886717
15,10,30,"('rows', 4)",1.286187012556898
15,10,30,"('rows', 6)",1.4356726516757847
15,10,30,"('cols', 2)",1.2350017761672143
15,10,30,"('cols', 4)",1.3703618957954917
15,10,30,"('cols', 6)",1.3453056946973154
15,20,5,"('random', 0.9)",1.330443166322932
15,20,5,"('random', 0.8)",1.423719930789696
15,20,5,"('random', 0.7)",1.3807776999763668
15,20,5,"('random', 0.6)",1.3650284088705693
15,20,5,"('rows', 2)",1.343913778138029
15,20,5,"('rows', 4)",1.2551906634921115
15,20,5,"('rows', 6)",1.4093344742036986
15,20,5,"('cols', 2)",1.224474342338529
15,20,5,"('cols', 4)",1.3180811191757933
15,20,5,"('cols', 6)",1.3291387121680316
15,20,10,"('random', 0.9)",1.3282510303693138
15,20,10,"('random', 0.8)",1.4273171467079224
15,20,10,"('random', 0.7)",1.3859578713121483
15,20,10,"('random', 0.6)",1.3703166143175398
15,20,10,"('rows', 2)",1.3548265598563354
15,20,10,"('rows', 4)",1.2618416298054858
15,20,10,"('rows', 6)",1.413959386039214
15,20,10,"('cols', 2)",1.230890043097027
15,20,10,"('cols', 4)",1.3227241510018495
15,20,10,"('cols', 6)",1.3337206869866323
15,20,15,"('random', 0.9)",1.3349869425808858
15,20,15,"('random', 0.8)",1.4297998235673834
15,20,15,"('random', 0.7)",1.3890504682213063
15,20,15,"('random', 0.6)",1.376098432175777
15,20,15,"('rows', 2)",1.3643325819445578
15,20,15,"('rows', 4)",1.2679663029613635
15,20,15,"('rows', 6)",1.4189970629263753
15,20,15,"('cols', 2)",1.2296965819545604
15,20,15,"('cols', 4)",1.3290213430762103
15,20,15,"('cols', 6)",1.33885997702048
15,20,20,"('random', 0.9)",1.3407491190163967
15,20,20,"('random', 0.8)",1.4303562495544184
15,20,20,"('random', 0.7)",1.3904598715735574
15,20,20,"('random', 0.6)",1.3808100517272492
15,20,20,"('rows', 2)",1.3716613141196783
15,20,20,"('rows', 4)",1.2729875089584703
15,20,20,"('rows', 6)",1.422818839715756
15,20,20,"('cols', 2)",1.2301739240379346
15,20,20,"('cols', 4)",1.3355511873682395
15,20,20,"('cols', 6)",1.343934743364283
15,20,25,"('random', 0.9)",1.3478350640606607
15,20,25,"('random', 0.8)",1.4297970862405889
15,20,25,"('random', 0.7)",1.3907686494662972
15,20,25,"('random', 0.6)",1.3834682562506486
15,20,25,"('rows', 2)",1.3773834685980464
15,20,25,"('rows', 4)",1.2768581337464775
15,20,25,"('rows', 6)",1.4257683196574336
15,20,25,"('cols', 2)",1.232108473005216
15,20,25,"('cols', 4)",1.340251233855202
15,20,25,"('cols', 6)",1.3483461380024948
15,20,30,"('random', 0.9)",1.3568626472436094
15,20,30,"('random', 0.8)",1.4288885625317949
15,20,30,"('random', 0.7)",1.3904462405605233
15,20,30,"('random', 0.6)",1.3844921867648354
15,20,30,"('rows', 2)",1.3818269125974283
15,20,30,"('rows', 4)",1.2798511400270953
15,20,30,"('rows', 6)",1.4280553254533912
15,20,30,"('cols', 2)",1.2339447850546743
15,20,30,"('cols', 4)",1.3433074742204887
15,20,30,"('cols', 6)",1.3520835267541627
15,40,5,"('random', 0.9)",1.3315537684716157
15,40,5,"('random', 0.8)",1.4268893782033976
15,40,5,"('random', 0.7)",1.3855530380061525
15,40,5,"('random', 0.6)",1.3679198294484685
15,40,5,"('rows', 2)",1.3477941421366222
15,40,5,"('rows', 4)",1.2551531740131008
15,40,5,"('rows', 6)",1.4122375516228047
15,40,5,"('cols', 2)",1.2265044209702234
15,40,5,"('cols', 4)",1.324692686113448
15,40,5,"('cols', 6)",1.327232557082839
15,40,10,"('random', 0.9)",1.333171971126718
15,40,10,"('random', 0.8)",1.4298293070719985
15,40,10,"('random', 0.7)",1.3918682620875131
15,40,10,"('random', 0.6)",1.374919349310644
15,40,10,"('rows', 2)",1.3611708913004108
15,40,10,"('rows', 4)",1.2630962624817126
15,40,10,"('rows', 6)",1.420948270891208
15,40,10,"('cols', 2)",1.231138455766948
15,40,10,"('cols', 4)",1.3419428526831958
15,40,10,"('cols', 6)",1.3338406085623131
15,40,15,"('random', 0.9)",1.3423618994363826
15,40,15,"('random', 0.8)",1.430241626514583
15,40,15,"('random', 0.7)",1.3928493317420212
15,40,15,"('random', 0.6)",1.3786014256332608
15,40,15,"('rows', 2)",1.3685466277554308
15,40,15,"('rows', 4)",1.2682518232015463
15,40,15,"('rows', 6)",1.4258694408915644
15,40,15,"('cols', 2)",1.231229166259255
15,40,15,"('cols', 4)",1.3561903065808625
15,40,15,"('cols', 6)",1.3417404746175439
15,40,20,"('random', 0.9)",1.3518780314865735
15,40,20,"('random', 0.8)",1.4294835533605463
15,40,20,"('random', 0.7)",1.3919116519365957
15,40,20,"('random', 0.6)",1.3796517674216353
15,40,20,"('rows', 2)",1.3730725946772724
15,40,20,"('rows', 4)",1.2715395753175527
15,40,20,"('rows', 6)",1.428264708136452
15,40,20,"('cols', 2)",1.2317647203297912
15,40,20,"('cols', 4)",1.3649559279932288
15,40,20,"('cols', 6)",1.3475319131095649
15,40,25,"('random', 0.9)",1.3618669763661775
15,40,25,"('random', 0.8)",1.4286736058965512
15,40,25,"('random', 0.7)",1.3906456370900653
15,40,25,"('random', 0.6)",1.3796091030666382
15,40,25,"('rows', 2)",1.3759675476102589
15,40,25,"('rows', 4)",1.2737229037609235
15,40,25,"('rows', 6)",1.4296775614175827
15,40,25,"('cols', 2)",1.2325501431617827
15,40,25,"('cols', 4)",1.3703239030214365
15,40,25,"('cols', 6)",1.3511839392317835
15,40,30,"('random', 0.9)",1.3717674573782552
15,40,30,"('random', 0.8)",1.428128228680075
15,40,30,"('random', 0.7)",1.3894666793612565
15,40,30,"('random', 0.6)",1.379129226867046
15,40,30,"('rows', 2)",1.3775096305514454
15,40,30,"('rows', 4)",1.2749325221380376
15,40,30,"('rows', 6)",1.430466254167933
15,40,30,"('cols', 2)",1.2332853763829061
15,40,30,"('cols', 4)",1.3731471174572345
15,40,30,"('cols', 6)",1.3532732963995062
20,2,5,"('random', 0.9)",1.371428723338475
20,2,5,"('random', 0.8)",1.4338272862117893
20,2,5,"('random', 0.7)",1.3840415490751097
20,2,5,"('random', 0.6)",1.3668636776484524
20,2,5,"('rows', 2)",1.3386503367432478
20,2,5,"('rows', 4)",1.2532806300067945
20,2,5,"('rows', 6)",1.4086495274487103
20,2,5,"('cols', 2)",1.2354304883219216
20,2,5,"('cols', 4)",1.316743426450995
20,2,5,"('cols', 6)",1.3250244720304012
20,2,10,"('random', 0.9)",1.3757052368296057
20,2,10,"('random', 0.8)",1.4422727220461447
20,2,10,"('random', 0.7)",1.392277487198105
20,2,10,"('random', 0.6)",1.372220098084923
20,2,10,"('rows', 2)",1.3416178032872121
20,2,10,"('rows', 4)",1.256044975673743
20,2,10,"('rows', 6)",1.4111941584915029
20,2,10,"('cols', 2)",1.2407275535504965
20,2,10,"('cols', 4)",1.3215168393706451
20,2,10,"('cols', 6)",1.3271662641062898
20,2,15,"('random', 0.9)",1.3787463011286754
20,2,15,"('random', 0.8)",1.449494340620748
20,2,15,"('random', 0.7)",1.3987905280840434
20,2,15,"('random', 0.6)",1.375794732725715
20,2,15,"('rows', 2)",1.3430406019381413
20,2,15,"('rows', 4)",1.2573789716933692
20,2,15,"('rows', 6)",1.412492138992116
20,2,15,"('cols', 2)",1.2427527250304597
20,2,15,"('cols', 4)",1.3274763143167847
20,2,15,"('cols', 6)",1.3313382918850232
20,2,20,"('random', 0.9)",1.3802700220748914
20,2,20,"('random', 0.8)",1.4552063687694412
20,2,20,"('random', 0.7)",1.4039872366225208
20,2,20,"('random', 0.6)",1.379767759499935
20,2,20,"('rows', 2)",1.3443069363101472
20,2,20,"('rows', 4)",1.2580694091065185
20,2,20,"('rows', 6)",1.4132433380538927
20,2,20,"('cols', 2)",1.2457280138430318
20,2,20,"('cols', 4)",1.3338826419771952
20,2,20,"('cols', 6)",1.3376702621190464
20,2,25,"('random', 0.9)",1.3803162529700408
20,2,25,"('random', 0.8)",1.458648550331829
20,2,25,"('random', 0.7)",1.4059388392237169
20,2,25,"('random', 0.6)",1.3837405005095593
20,2,25,"('rows', 2)",1.3460921859362787
20,2,25,"('rows', 4)",1.259087686082956
20,2,25,"('rows', 6)",1.4143240511474835
20,2,25,"('cols', 2)",1.2487033799115281
20,2,25,"('cols', 4)",1.3422390992401094
20,2,25,"('cols', 6)",1.3460659039487337
20,2,30,"('random', 0.9)",1.380288286605559
20,2,30,"('random', 0.8)",1.459818407700519
20,2,30,"('random', 0.7)",1.405226032525307
20,2,30,"('random', 0.6)",1.3861733573326855
20,2,30,"('rows', 2)",1.348405910221043
20,2,30,"('rows', 4)",1.2601714091175016
20,2,30,"('rows', 6)",1.4157700510328999
20,2,30,"('cols', 2)",1.2517220717891708
20,2,30,"('cols', 4)",1.3502319716536129
20,2,30,"('cols', 6)",1.3531293153421275
20,5,5,"('random', 0.9)",1.3715978427953264
20,5,5,"('random', 0.8)",1.4346617956706256
20,5,5,"('random', 0.7)",1.3836680125751293
20,5,5,"('random', 0.6)",1.3673540771676924
20,5,5,"('rows', 2)",1.3431437970753224
20,5,5,"('rows', 4)",1.2541245182690128
20,5,5,"('rows', 6)",1.4097123653038164
20,5,5,"('cols', 2)",1.2374039270808959
20,5,5,"('cols', 4)",1.3228674974308274
20,5,5,"('cols', 6)",1.326426986214086
20,5,10,"('random', 0.9)",1.3755158071329179
20,5,10,"('random', 0.8)",1.4416745920426235
20,5,10,"('random', 0.7)",1.390222762134625
20,5,10,"('random', 0.6)",1.3725278261957643
20,5,10,"('rows', 2)",1.3536354031967122
20,5,10,"('rows', 4)",1.2607633614258602
20,5,10,"('rows', 6)",1.4170112535624406
20,5,10,"('cols', 2)",1.2455086378640088
20,5,10,"('cols', 4)",1.3358984186701495
20,5,10,"('cols', 6)",1.3316651051063977
20,5,15,"('random', 0.9)",1.377834271591453
20,5,15,"('random', 0.8)",1.4461765294588618
20,5,15,"('random', 0.7)",1.393788265354629
20,5,15,"('random', 0.6)",1.3765800628382034
20,5,15,"('rows', 2)",1.3619731029452318
20,5,15,"('rows', 4)",1.2670720924962513
20,5,15,"('rows', 6)",1.424240157655368
20,5,15,"('cols', 2)",1.2525955925002075
20,5,15,"('cols', 4)",1.34575026253811
20,5,15,"('cols', 6)",1.3386702016929286
20,5,20,"('random', 0.9)",1.379547629974188
20,5,20,"('random', 0.8)",1.4492013783635012
20,5,20,"('random', 0.7)",1.3958744228546969
20,5,20,"('random', 0.6)",1.380999517512574
20,5,20,"('rows', 2)",1.3679852957316196
20,5,20,"('rows', 4)",1.2724473882947012
20,5,20,"('rows', 6)",1.4277814624848677
20,5,20,"('cols', 2)",1.2606041215326276
20,5,20,"('cols', 4)",1.3550838383065198
20,5,20,"('cols', 6)",1.3441942844562558
20,5,25,"('random', 0.9)",1.38195060165124
20,5,25,"('random', 0.8)",1.4503901021713779
20,5,25,"('random', 0.7)",1.3976222885242227
20,5,25,"('random', 0.6)",1.38479140648998
20,5,25,"('rows', 2)",1.3727867212001612
20,5,25,"('rows', 4)",1.2765657888294646
20,5,25,"('rows', 6)",1.4299471410603664
20,5,25,"('cols', 2)",1.2683384776150843
20,5,25,"('cols', 4)",1.3669625996758625
20,5,25,"('cols', 6)",1.3480886938071566
20,5,30,"('random', 0.9)",1.3846787179721218
20,5,30,"('random', 0.8)",1.4501323199237361
20,5,30,"('random', 0.7)",1.398350232156276
20,5,30,"('random', 0.6)",1.387140092112315
20,5,30,"('rows', 2)",1.3786735708489024
20,5,30,"('rows', 4)",1.2812032968584919
20,5,30,"('rows', 6)",1.4335154433039863
20,5,30,"('cols', 2)",1.2741732753084138
20,5,30,"('cols', 4)",1.3802537456330615
20,5,30,"('cols', 6)",1.3518556539236322
20,10,5,"('random', 0.9)",1.3693511983489464
20,10,5,"('random', 0.8)",1.4355805037347393
20,10,5,"('random', 0.7)",1.3858654828389032
20,10,5,"('random', 0.6)",1.3683290944937827
20,10,5,"('rows', 2)",1.3415884540230767
20,10,5,"('rows', 4)",1.2536524410097192
20,10,5,"('rows', 6)",1.4094900507025596
20,10,5,"('cols', 2)",1.2456909919420223
20,10,5,"('cols', 4)",1.314151077205234
20,10,5,"('cols', 6)",1.3229912846457115
20,10,10,"('random', 0.9)",1.371928126145926
20,10,10,"('random', 0.8)",1.4429310215721154
20,10,10,"('random', 0.7)",1.393756858944932
20,10,10,"('random', 0.6)",1.3743314201961094
20,10,10,"('rows', 2)",1.350582904534231
20,10,10,"('rows', 4)",1.2598850492313456
20,10,10,"('rows', 6)",1.415317791640992
20,10,10,"('cols', 2)",1.2609585447609593
20,10,10,"('cols', 4)",1.322394442229237
20,10,10,"('cols', 6)",1.3255081694107913
20,10,15,"('random', 0.9)",1.3742610545356044
20,10,15,"('random', 0.8)",1.4467689955638885
20,10,15,"('random', 0.7)",1.3975342583403074
20,10,15,"('random', 0.6)",1.3785066964784871
20,10,15,"('rows', 2)",1.361140213775073
20,10,15,"('rows', 4)",1.268620649728757
20,10,15,"('rows', 6)",1.4216133006191172
20,10,15,"('cols', 2)",1.2701067613824606
20,10,15,"('cols', 4)",1.333983101187935
20,10,15,"('cols', 6)",1.329105357966461
20,10,20,"('random', 0.9)",1.3761728034073781
20,10,20,"('random', 0.8)",1.4471150920850684
20,10,20,"('random', 0.7)",1.3986097561792086
20,10,20,"('random', 0.6)",1.3816625192690726
20,10,20,"('rows', 2)",1.3705986851187886
20,10,20,"('rows', 4)",1.2760906349086418
20,10,20,"('rows', 6)",1.4271242443026975
20,10,20,"('cols', 2)",1.2759214775760956
20,10,20,"('cols', 4)",1.3490167846610817
20,10,20,"('cols', 6)",1.3336329933462794
20,10,25,"('random', 0.9)",1.3780255808338
20,10,25,"('random', 0.8)",1.4446360171143304
20,10,25,"('random', 0.7)",1.3981255490002005
20,10,25,"('random', 0.6)",1.3832283874223092
20,10,25,"('rows', 2)",1.3776977041556595
20,10,25,"('rows', 4)",1.281651560228629
20,10,25,"('rows', 6)",1.4319186031028375
20,10,25,"('cols', 2)",1.2800965851696178
20,10,25,"('cols', 4)",1.3619020134757165
20,10,25,"('cols', 6)",1.3394684449754195
20,10,30,"('random', 0.9)",1.3801925290885821
20,10,30,"('random', 0.8)",1.4420332324089795
20,10,30,"('random', 0.7)",1.397067183505299
20,10,30,"('random', 0.6)",1.3836492678418695
20,10,30,"('rows', 2)",1.3830424709886717
20,10,30,"('rows', 4)",1.286187012556898
20,10,30,"('rows', 6)",1.4356726516757847
20,10,30,"('cols', 2)",1.282353818189004
20,10,30,"('cols', 4)",1.3703618957954917
20,10,30,"('cols', 6)",1.3453056946973154
20,20,5,"('random', 0.9)",1.3705029158359243
20,20,5,"('random', 0.8)",1.4315927670338582
20,20,5,"('random', 0.7)",1.3803863159271204
20,20,5,"('random', 0.6)",1.3650284088705693
20,20,5,"('rows', 2)",1.343913778138029
20,20,5,"('rows', 4)",1.2551906634921115
20,20,5,"('rows', 6)",1.4093344742036986
20,20,5,"('cols', 2)",1.2400832109291466
20,20,5,"('cols', 4)",1.3180811191757933
20,20,5,"('cols', 6)",1.3291387121680316
20,20,10,"('random', 0.9)",1.3745690431899622
20,20,10,"('random', 0.8)",1.438978067368863
20,20,10,"('random', 0.7)",1.3854971267847185
20,20,10,"('random', 0.6)",1.3703166143175398
20,20,10,"('rows', 2)",1.3548265598563354
20,20,10,"('rows', 4)",1.2618416298054858
20,20,10,"('rows', 6)",1.413959386039214
20,20,10,"('cols', 2)",1.2546227499715716
20,20,10,"('cols', 4)",1.3227241510018495
20,20,10,"('cols', 6)",1.3337206869866323
20,20,15,"('random', 0.9)",1.3776599195400359
20,20,15,"('random', 0.8)",1.4438530334807649
20,20,15,"('random', 0.7)",1.388628817584145
20,20,15,"('random', 0.6)",1.376098432175777
20,20,15,"('rows', 2)",1.3643325819445578
20,20,15,"('rows', 4)",1.2679663029613635
20,20,15,"('rows', 6)",1.4189970629263753
20,20,15,"('cols', 2)",1.2640051776196037
20,20,15,"('cols', 4)",1.3290213430762103
20,20,15,"('cols', 6)",1.33885997702048
20,20,20,"('random', 0.9)",1.3787270261271674
20,20,20,"('random', 0.8)",1.4448424083349842
20,20,20,"('random', 0.7)",1.3900401643258602
20,20,20,"('random', 0.6)",1.3808100517272492
20,20,20,"('rows', 2)",1.3716613141196783
20,20,20,"('rows', 4)",1.2729875089584703
20,20,20,"('rows', 6)",1.422818839715756
20,20,20,"('cols', 2)",1.273144163248029
20,20,20,"('cols', 4)",1.3355511873682395
20,20,20,"('cols', 6)",1.343934743364283
20,20,25,"('random', 0.9)",1.3785116741702588
20,20,25,"('random', 0.8)",1.4437874639779806
20,20,25,"('random', 0.7)",1.3903349671206655
20,20,25,"('random', 0.6)",1.3834682562506486
20,20,25,"('rows', 2)",1.3773834685980464
20,20,25,"('rows', 4)",1.2768581337464775
20,20,25,"('rows', 6)",1.4257683196574336
20,20,25,"('cols', 2)",1.279526672362726
20,20,25,"('cols', 4)",1.340251233855202
20,20,25,"('cols', 6)",1.3483461380024948
20,20,30,"('random', 0.9)",1.3778828433030317
20,20,30,"('random', 0.8)",1.442194487859527
20,20,30,"('random', 0.7)",1.39002171004028
20,20,30,"('random', 0.6)",1.3844921867648354
20,20,30,"('rows', 2)",1.3818269125974283
20,20,30,"('rows', 4)",1.2798511400270953
20,20,30,"('rows', 6)",1.4280553254533912
20,20,30,"('cols', 2)",1.282720902208127
20,20,30,"('cols', 4)",1.3433074742204887
20,20,30,"('cols', 6)",1.3520835267541627
20,40,5,"('random', 0.9)",1.3740027797199768
20,40,5,"('random', 0.8)",1.4357273961393864
20,40,5,"('random', 0.7)",1.3849074506939048
20,40,5,"('random', 0.6)",1.3679198294484685
20,40,5,"('rows', 2)",1.3477941421366222
20,40,5,"('rows', 4)",1.2551531740131008
20,40,5,"('rows', 6)",1.4122375516228047
20,40,5,"('cols', 2)",1.2467991535935574
20,40,5,"('cols', 4)",1.324692686113448
20,40,5,"('cols', 6)",1.327232557082839
20,40,10,"('random', 0.9)",1.3805682035700642
20,40,10,"('random', 0.8)",1.4430729139551246
20,40,10,"('random', 0.7)",1.391087389432637
20,40,10,"('random', 0.6)",1.374919349310644
20,40,10,"('rows', 2)",1.3611708913004108
20,40,10,"('rows', 4)",1.2630962624817126
20,40,10,"('rows', 6)",1.420948270891208
20,40,10,"('cols', 2)",1.2641709983894152
20,40,10,"('cols', 4)",1.3419428526831958
20,40,10,"('cols', 6)",1.3338406085623131
20,40,15,"('random', 0.9)",1.3848047586370331
20,40,15,"('random', 0.8)",1.4449271624870337
20,40,15,"('random', 0.7)",1.3920123938316429
20,40,15,"('random', 0.6)",1.3786014256332608
20,40,15,"('rows', 2)",1.3685466277554308
20,40,15,"('rows', 4)",1.2682518232015463
20,40,15,"('rows', 6)",1.4258694408915644
20,40,15,"('cols', 2)",1.2745366955797424
20,40,15,"('cols', 4)",1.3561903065808625
20,40,15,"('cols', 6)",1.3417404746175439
20,40,20,"('random', 0.9)",1.386847986157135
20,40,20,"('random', 0.8)",1.444129444525224
20,40,20,"('random', 0.7)",1.3910313438036488
20,40,20,"('random', 0.6)",1.3796517674216353
20,40,20,"('rows', 2)",1.3730725946772724
20,40,20,"('rows', 4)",1.2715395753175527
20,40,20,"('rows', 6)",1.428264708136452
20,40,20,"('cols', 2)",1.2791947129951156
20,40,20,"('cols', 4)",1.3649559279932288
20,40,20,"('cols', 6)",1.3475319131095649
20,40,25,"('random', 0.9)",1.3874396442398538
20,40,25,"('random', 0.8)",1.4429417532025386
20,40,25,"('random', 0.7)",1.3897589240004482
20,40,25,"('random', 0.6)",1.3796091030666382
20,40,25,"('rows', 2)",1.3759675476102589
20,40,25,"('rows', 4)",1.2737229037609235
20,40,25,"('rows', 6)",1.4296775614175827
20,40,25,"('cols', 2)",1.2801820396320382
20,40,25,"('cols', 4)",1.3703239030214365
20,40,25,"('cols', 6)",1.3511839392317835
20,40,30,"('random', 0.9)",1.3871857765015723
20,40,30,"('random', 0.8)",1.441940291706599
20,40,30,"('random', 0.7)",1.3886121083854086
20,40,30,"('random', 0.6)",1.379129226867046
20,40,30,"('rows', 2)",1.3775096305514454
20,40,30,"('rows', 4)",1.2749325221380376
20,40,30,"('rows', 6)",1.430466254167933
20,40,30,"('cols', 2)",1.2791520551449949
20,40,30,"('cols', 4)",1.3731471174572345
20,40,30,"('cols', 6)",1.3532732963995062
5,20,0,"('random', 0.9)",1.3773309089101502
5,20,0,"('random', 0.8)",1.44835748876961
5,20,0,"('random', 0.7)",1.3997236965003301
5,20,0,"('random', 0.6)",1.3785436620919922
5,20,0,"('rows', 2)",1.3450300946260005
5,20,0,"('rows', 4)",1.2637933783757598
5,20,0,"('rows', 6)",1.4198760691288907
5,20,0,"('cols', 2)",1.2321546412628768
5,20,0,"('cols', 4)",1.3212655448440724
5,20,0,"('cols', 6)",1.3344863193936185
